id,road,LRPName,length,chainage,lon,lat,model_type,name,condition
2548,N2,LRP_inserted,0.0,0.0,91.61669409999999,24.60265275,link,inserted_link,NaN
2549,N2,LRP184c,3.0,184052.0,91.6177771,24.6041111,bridge,Box culvert,A
2550,N2,LRP_inserted,0.0,0.0,91.6181521,24.604527750000003,link,inserted_link,NaN
2551,N2,LRP184d,20.0,184165.0,91.6185271,24.6049444,bridge,Box culvert,A
2552,N2,LRP185,378.0,184185.0,91.618666,24.6050556,link,Sylhet 47 km,
2553,N2,LRP185a,607.0,184563.0,91.6216104,24.6071389,bridge,Box culvert,A
2554,N2,LRP186,27.0,185170.0,91.6263604,24.6104722,link,Sylhet 46 km,
2555,N2,LRP186a,138.0,185197.0,91.6265549,24.6105556,bridge,Box culvert,A
2556,N2,LRP_inserted,0.0,0.0,91.62711045,24.6109167,link,inserted_link,NaN
2557,N2,LRP186b,7.2,185335.0,91.627666,24.6112778,bridge,Box culvert,A
2558,N2,LRP_inserted,0.0,0.0,91.62854100000001,24.61181945,link,inserted_link,NaN
2559,N2,LRP186c,4.0,185552.0,91.629416,24.6123611,bridge,Box culvert,A
2560,N2,LRP186d,60.4,185770.0,91.6312493,24.6134167,link,Road to Raniganj (R241),A
2561,N2,LRP186e,97.0,186133.0,91.6347774,24.6134722,bridge,Bridge start,A
2562,N2,LRP187,870.0,186230.0,91.6357497,24.6134722,link,Sylhet 45 km,
2563,N2,LRP187a,110.0,187100.0,91.6441941,24.6128611,bridge,Bridge start,A
2564,N2,LRP188,647.0,187210.0,91.6452497,24.6130556,link,Sylhet 44 km,
2565,N2,LRP188a,9.3,187857.0,91.6514167,24.6143611,bridge,Box culvert,A
2566,N2,LRP189,564.0,188210.0,91.65475,24.6153333,link,Sylhet 43 km,
2567,N2,LRP189a,30.0,188774.0,91.66,24.6169438,bridge,Bridge start,A
2568,N2,LRP190,890.0,189210.0,91.6631667,24.6195827,link,Sylhet 42 km/ Start of Moulavibazar road Division / Sylhet 42 km/ Start of Moulavibazar road Division,
2569,N2,LRP190a,120.0,190100.0,91.6702771,24.6238604,bridge,Bridge start,A
2570,N2,LRP191,272.0,190220.0,91.6713882,24.6242493,link,Sylhet 41 km,
2571,N2,LRP191a,400.0,190492.0,91.6738604,24.625166,bridge,Box culvert,A
2572,N2,LRP191b,392.0,190892.0,91.6774993,24.6264993,link,Road to Moulavo Bazar(N207),
2573,N2,LRP192a,282.35,191284.0,91.6791382,24.6293604,bridge,Bridge start,C
2574,N2,LRP193,968.0,192220.0,91.6854163,24.6351386,link,Sylhet 39 km,
2575,N2,LRP194a,1070.0,193188.0,91.6908886,24.6422219,bridge,Bridge start,A
2576,N2,LRP_inserted,0.0,0.0,91.69462469999999,24.645583000000002,link,inserted_link,NaN
2577,N2,LRP194c,67.0,194258.0,91.6983608,24.6489441,bridge,Bridge start,A
2578,N2,LRP195,1283.0,194325.0,91.6986941,24.6494441,link,Sylhet 37 km,
2579,N2,LRP196a,690.0,195608.0,91.7077778,24.6571944,bridge,Box culvert,A
2580,N2,LRP197,118.0,196298.0,91.7112222,24.6625,link,Sylhet 35 km,
2581,N2,LRP197a,882.0,196416.0,91.7116389,24.6634444,bridge,Bridge start,A
2582,N2,LRP198,57.0,197298.0,91.7151389,24.6707771,link,Sylhet 34 km,
2583,N2,LRP198a,924.0,197355.0,91.7153611,24.6712216,bridge,Bridge start,A
2584,N2,LRP_inserted,0.0,0.0,91.718208,24.6744438,link,inserted_link,NaN
2585,N2,LRP198c,29.0,198279.0,91.7210549,24.677666,bridge,Box culvert,A
2586,N2,LRP199,329.0,198308.0,91.721166,24.6777771,link,Sylhet 33 km,
2587,N2,LRP199a,323.0,198637.0,91.7229993,24.6801104,bridge,Bridge start,A
2588,N2,LRP_inserted,0.0,0.0,91.7233882,24.6814854,link,inserted_link,NaN
2589,N2,LRP199c,348.0,198960.0,91.7237771,24.6828604,bridge,Box culvert,A
2590,N2,LRP200,36.0,199308.0,91.7243049,24.6861386,link,Sylhet 32 km,
2591,N2,LRP200a,24.5,199344.0,91.7243604,24.6864441,bridge,Bridge start,A
2592,N2,LRP_inserted,0.0,0.0,91.72452709999999,24.687610749999997,link,inserted_link,NaN
2593,N2,LRP200c,3.0,199612.0,91.7246938,24.6887774,bridge,Box culvert,A
2594,N2,LRP_inserted,0.0,0.0,91.7253188,24.6914163,link,inserted_link,NaN
2595,N2,LRP200d,91.0,200217.0,91.7259438,24.6940552,bridge,Box culvert,A
2596,N2,LRP201,274.0,200308.0,91.7262216,24.6948608,link,Km post missing,
2597,N2,LRP201a,731.0,200582.0,91.7270549,24.6971663,bridge,Box culvert,A
2598,N2,LRP_inserted,0.0,0.0,91.7284021,24.70019425,link,inserted_link,NaN
2599,N2,LRP201b,20.0,201313.0,91.7297493,24.7032222,bridge,Box culvert,A
2600,N2,LRP202,1105.0,201333.0,91.7298604,24.7033333,link,Sylhet 30 km,
2601,N2,LRP203a,890.0,202438.0,91.7382497,24.7098056,bridge,Box culvert,A
2602,N2,LRP204,1230.0,203328.0,91.7448886,24.7148889,link,Sylhet 28 km,
2603,N2,LRP205a,525.0,204558.0,91.7530556,24.722916,bridge,Box Culvert,A
2604,N2,LRP205b,531.0,205083.0,91.7568889,24.7260827,link,Road to Balaganj (Z2022),
2605,N2,LRP206a,696.0,205614.0,91.7615,24.7284993,bridge,Box culvert,A
2606,N2,LRP_inserted,0.0,0.0,91.7642219,24.7303743,link,inserted_link,NaN
2607,N2,LRP206b,7.2,206310.0,91.7669438,24.7322493,bridge,Box culvert,A
2608,N2,LRP207,433.0,206333.0,91.7671104,24.7323882,link,Km post broken,
2609,N2,LRP207a,577.0,206766.0,91.7702216,24.7350274,bridge,Box culvert,A
2610,N2,LRP208,650.0,207343.0,91.774416,24.7385552,link,Sylhet 24 km,
2611,N2,LRP208a,350.0,207993.0,91.7768327,24.7436663,bridge,Box culvert,A
2612,N2,LRP209,261.0,208343.0,91.7784993,24.7465552,link,Sylhet 23 km,
2613,N2,LRP209a,448.0,208604.0,91.7795271,24.7486386,bridge,Box culvert,A
2614,N2,LRP_inserted,0.0,0.0,91.7804299,24.7504582,link,inserted_link,NaN
2615,N2,LRP209b,296.0,209052.0,91.7813327,24.7522778,bridge,Box culvert,A
2616,N2,LRP210,663.0,209348.0,91.7823604,24.7548333,link,Sylhet 22 km,
2617,N2,LRP210a,337.0,210011.0,91.7838886,24.7605,bridge,Box culvert,A
2618,N2,LRP211,288.0,210348.0,91.7836663,24.7636111,link,Sylhet 21 km,
2619,N2,LRP211a,277.0,210636.0,91.78328384619468,24.766159415752213,bridge,Box culvert,A
2620,N2,LRP_inserted,0.0,0.0,91.78309992309734,24.767384907876107,link,inserted_link,NaN
2621,N2,LRP211b,1.5,210913.0,91.782916,24.7686104,bridge,Box culvert,A
2622,N2,LRP212,643.0,211358.0,91.7829716,24.7726104,link,Sylhet 20 km,
2623,N2,LRP212a,362.0,212001.0,91.783833,24.7783327,bridge,Box culvert,A
2624,N2,LRP213,378.0,212363.0,91.7843052,24.7815271,link,Sylhet 19 km,
2625,N2,LRP213a,570.0,212741.0,91.7849719,24.7847219,bridge,Box culvert,A
2626,N2,LRP_inserted,0.0,0.0,91.78630525,24.78688855,link,inserted_link,NaN
2627,N2,LRP213b,62.0,213311.0,91.7876386,24.7890552,bridge,Box culvert,A
2628,N2,LRP214,265.0,213373.0,91.7880552,24.7895274,link,Sylhet 18 km,
2629,N2,LRP214a,515.0,213638.0,91.7891108,24.7915274,bridge,Box culvert,A
2630,N2,LRP_inserted,0.0,0.0,91.7893191,24.793833,link,inserted_link,NaN
2631,N2,LRP214b,2.0,214153.0,91.7895274,24.7961386,bridge,Box culvert,A
2632,N2,LRP215,953.0,214258.0,91.7896386,24.7970274,link,Sylhet 17 km,
2633,N2,LRP215a,207.0,215211.0,91.7906663,24.8055,bridge,Box culvert,A
2634,N2,LRP216,54.0,215418.0,91.7911663,24.8072222,link,Sylhet 16 km,
2635,N2,LRP216a,2.5,215472.0,91.7912774,24.8075833,bridge,Box culvert,A
2636,N2,LRP216b,2.5,215832.0,91.7920274,24.8107222,link,Road to Lamakazi (Z2016),A
2637,N2,LRP216c,406.0,216032.0,91.7924163,24.8118056,bridge,Box culvert,A
2638,N2,LRP217,2218.0,216438.0,91.7953052,24.8150278,link,Sylhet 15 km,
2639,N2,LRP219a,2.5,218656.0,91.813,24.8267216,bridge,Box culvert,A
2640,N2,LRP220,533.0,219438.0,91.8182771,24.831666,link,Sylhet 12 km,
2641,N2,LRP220a,467.0,219971.0,91.8202771,24.8361941,bridge,Bridge start,A
2642,N2,LRP221,26.0,220438.0,91.8216938,24.8401663,link,Sylhet 11 km,
2643,N2,LRP221a,969.0,220464.0,91.8217216,24.8402774,bridge,Box culvert,A
2644,N2,LRP222,24.0,221433.0,91.8254438,24.8482774,link,Sylhet 10 km,
2645,N2,LRP222a,3.0,221457.0,91.8255271,24.8484997,bridge,Box culvert,B
2646,N2,LRP_inserted,0.0,0.0,91.82756875000001,24.85002765,link,inserted_link,NaN
2647,N2,LRP222b,448.0,222015.0,91.8296104,24.8515556,bridge,Box culvert,A
2648,N2,LRP223,760.0,222463.0,91.8326382,24.8545278,link,Sylhet 9 km,
2649,N2,LRP223a,250.0,223223.0,91.8384719,24.8584167,bridge,Box culvert,A
2650,N2,LRP224,55.0,223473.0,91.840833,24.8590833,link,Sylhet 8 km,
2651,N2,LRP224a,516.0,223528.0,91.8412497,24.85925,bridge,Box culvert,A
2652,N2,LRP224b,3.0,224044.0,91.8460552,24.86075,link,R283,A
2653,N2,LRP224c,344.0,224129.0,91.846833,24.8609167,bridge,Bridge start,A
2654,N2,LRP225,242.0,224473.0,91.8498886,24.8624722,link,Sylhet 7 km,
2655,N2,LRP225a,40.8,224715.0,91.8519444,24.8635278,bridge,Box culvert,A
2656,N2,LRP225b,356.0,225373.0,91.8568056,24.8673049,link,Road to Balaganj (Z2013),
2657,N2,LRP226a,136.0,225729.0,91.8601111,24.8681382,bridge,Box culvert,A
2658,N2,LRP_inserted,0.0,0.0,91.8607361,24.8682771,link,inserted_link,NaN
2659,N2,LRP226b,500.0,225865.0,91.8613611,24.868416,bridge,Box culvert,A
2660,N2,LRP_inserted,0.0,0.0,91.86343055,24.869416,link,inserted_link,NaN
2661,N2,LRP226c,1.5,226365.0,91.8655,24.870416,bridge,Box culvert,A
2662,N2,LRP227,315.0,226493.0,91.86625,24.8714993,link,Km post missing,
2663,N2,LRP227a,685.0,226808.0,91.8677493,24.8740271,bridge,Box culvert,A
2664,N2,LRP228,75.0,227493.0,91.8729438,24.8771104,link,Km post missing,
2665,N2,LRP228a,188.0,227568.0,91.8735271,24.8772216,bridge,Bridge start,A
2666,N2,LRP228c,232.0,227756.0,91.8752771,24.8776938,link,N209 / N208 to Moulovibazar,
2667,N2,LRP229a,9.5,227988.0,91.8771382,24.878666,bridge,Under Pass R250,A
2668,N2,LRP_inserted,0.0,0.0,91.87769374999999,24.879429899999998,link,inserted_link,NaN
2669,N2,LRP229b,607.0,228186.0,91.8782493,24.8801938,bridge,Bridge start,A
2670,N2,LRP230,300.0,228793.0,91.8808604,24.8851108,link,Km post missing,
2671,N2,LRP230a,114.0,229093.0,91.8804993,24.8874719,bridge,Box culvert,A
2672,N2,LRP_inserted,0.0,0.0,91.88030485,24.8879441,link,inserted_link,NaN
2673,N2,LRP230b,586.0,229207.0,91.8801104,24.8884163,bridge,Box culvert,A
2674,N2,LRP231,14.0,229793.0,91.8782493,24.8928886,link,Km post missing,
2675,N2,LRP231a,81.0,229807.0,91.8783049,24.8929997,bridge,Box culvert,A
2676,N2,LRP231b,286.0,229888.0,91.878416,24.8937497,link,Road to Keen Bridge(N206),
2677,N2,LRP231c,2.0,230174.0,91.880166,24.8951663,bridge,Box culvert,A
2678,N2,LRP_inserted,0.0,0.0,91.88120765,24.895235749999998,link,inserted_link,NaN
2679,N2,LRP231d,8.5,230391.0,91.8822493,24.8953052,bridge,Box culvert,A
2680,N2,LRP_inserted,0.0,0.0,91.88352725,24.895333,link,inserted_link,NaN
2681,N2,LRP231e,145.0,230648.0,91.8848052,24.8953608,bridge,Box culvert,A
2682,N2,LRP232,146.0,230793.0,91.8863886,24.8953886,link,Km post missing,
2683,N2,LRP232a,854.0,230939.0,91.8877774,24.8951941,bridge,Box culvert,A
2684,N2,LRP233,206.0,231793.0,91.8959441,24.8956941,link,Km post missing,
2685,N2,LRP233a,725.0,231999.0,91.897833,24.8951941,bridge,Box culvert,A
2686,N2,LRP_inserted,0.0,0.0,91.9008887,24.89590245,link,inserted_link,NaN
2687,N2,LRP233b,6.1,232724.0,91.9039444,24.8966108,bridge,Box culvert,B
2688,N2,LRP234,985.0,232888.0,91.9055556,24.8965274,link,Tamabil 50 km,
2689,N2,LRP234a,20.0,233873.0,91.9141667,24.9005,bridge,Box culvert,A
2690,N2,LRP235,1230.0,233893.0,91.9144722,24.9006389,link,Horipur 17 km,
2691,N2,LRP236a,11.6,235123.0,91.9244993,24.9068333,bridge,Box culvert,A
2692,N2,LRP_inserted,0.0,0.0,91.92745765,24.90688885,link,inserted_link,NaN
2693,N2,LRP236b,110.0,235773.0,91.930416,24.9069444,bridge,Box culvert,A
2694,N2,LRP237,680.0,235883.0,91.9311382,24.9101111,link,Tamabil 47 km,
2695,N2,LRP237a,11.8,236563.0,91.9366108,24.9132778,bridge,Bridge start,A
2696,N2,LRP238,564.0,236883.0,91.9396941,24.9139167,link,Jaflong 50 km,
2697,N2,LRP238a,245.0,237447.0,91.947833,24.9152222,bridge,Bridge start,A
2698,N2,LRP_inserted,0.0,0.0,91.94759690000001,24.9155,link,inserted_link,NaN
2699,N2,LRP238c,3.0,237692.0,91.9473608,24.9157778,bridge,Box culvert,A
2700,N2,LRP239,69.0,237883.0,91.9494441,24.91625,link,Km post missing,
2701,N2,LRP240a,14.4,238909.0,91.9585278,24.9197493,bridge,Box culvert,A
2702,N2,LRP_inserted,0.0,0.0,91.95983335,24.92045765,link,inserted_link,NaN
2703,N2,LRP240b,668.0,239215.0,91.9611389,24.921166,bridge,Box culvert,A
2704,N2,LRP241,682.0,239883.0,91.966,24.9252493,link,Tamabil 43 km,
2705,N2,LRP241a,222.0,240565.0,91.9708327,24.9294438,bridge,Bridge start,A
2706,N2,LRP_inserted,0.0,0.0,91.9716938,24.930013250000002,link,inserted_link,NaN
2707,N2,LRP241c,3.0,240787.0,91.9725549,24.9305827,bridge,Box culvert,A
2708,N2,LRP242,657.0,240883.0,91.9734716,24.9310827,link,Jaflong 46 km,
2709,N2,LRP242a,3.0,241540.0,91.9789716,24.9342219,bridge,Box culvert,A
2710,N2,LRP243,229.0,241883.0,91.9818049,24.9359163,link,Horipur 9 km,
2711,N2,LRP243a,6.0,242112.0,91.9838886,24.9367497,bridge,Bridge start,A
2712,N2,LRP_inserted,0.0,0.0,91.98720800000001,24.937874700000002,link,inserted_link,NaN
2713,N2,LRP243c,60.0,242828.0,91.9905274,24.9389997,bridge,Box culvert,A
2714,N2,LRP244,1713.0,242888.0,91.9910274,24.9391663,link,Jainyapur 27 km,
2715,N2,LRP245a,327.0,244601.0,92.0035833,24.9488608,bridge,Box culvert,A
2716,N2,LRP246,183.0,244928.0,92.006,24.9508056,link,Jaflong 42 km,
2717,N2,LRP246a,653.0,245111.0,92.0073333,24.9518611,bridge,Bridge start,A
2718,N2,LRP_inserted,0.0,0.0,92.00918055,24.95419445,link,inserted_link,NaN
2719,N2,LRP246c,3.9,245764.0,92.0110278,24.9565278,bridge,Box culvert,A
2720,N2,LRP247,29.0,245938.0,92.0119167,24.9578611,link,Horipur 5 km,
2721,N2,LRP247a,949.0,245967.0,92.0120278,24.9580556,bridge,Box culvert,A
2722,N2,LRP_inserted,0.0,0.0,92.0154441,24.9606528,link,inserted_link,NaN
2723,N2,LRP247b,32.0,246916.0,92.0188604,24.96325,bridge,Box culvert,A
2724,N2,LRP248,531.0,246948.0,92.0192216,24.9632778,link,Jaintapur 23  km,
2725,N2,LRP248a,9.0,247479.0,92.024166,24.9645278,bridge,Box Culvert,A
2726,N2,LRP249,858.0,247948.0,92.0266382,24.9681104,link,Tamabil 35 km,
2727,N2,LRP249a,6.85,248806.0,92.0328327,24.972666,bridge,Box culvert,A
2728,N2,LRP250,181.0,248953.0,92.0339163,24.9737216,link,Jaflong 38 km,
2729,N2,LRP250a,819.0,249134.0,92.0346663,24.9750271,bridge,Box culvert,A
2730,N2,LRP251,152.0,249953.0,92.0371108,24.9820549,link,Horipur 1 km,
2731,N2,LRP251a,848.0,250105.0,92.037833,24.9832216,bridge,Box culvert,A
2732,N2,LRP252,38.0,250953.0,92.0419997,24.9893608,link,Km post missing,
2733,N2,LRP252a,982.0,250991.0,92.0422497,24.989583,bridge,Bridge start,A
2734,N2,LRP253,557.0,251973.0,92.0471108,24.9969441,link,Tamabil 31 km,
2735,N2,LRP253a,443.0,252530.0,92.0479719,25.0015833,bridge,Bridge start,A
2736,N2,LRP254,1503.0,252973.0,92.0505556,25.0047778,link,Jaflong 34 km,
2737,N2,LRP255a,497.0,254476.0,92.0612778,25.0141111,bridge,Bridge start,A
2738,N2,LRP256,1490.000000000029,254973.0,92.0644444,25.0175271,link,Tamabil 28 km,
2739,N2,LRP257a,519.9999999999709,256463.00000000003,92.0718327,25.0290827,bridge,Bridge start,A
2740,N2,LRP258,981.0,256983.0,92.0753049,25.0324438,link,Jaintapur 13 km,
2741,N2,LRP258a,55.8,257964.0,92.0833886,25.0372497,bridge,Bridge start,A
2742,N2,LRP259,1677.999999999971,258033.00000000003,92.0839163,25.0375552,link,Tamabil 25 km,
2743,N2,LRP260a,282.0,259711.0,92.0959441,25.0478886,bridge,Box culvert,A
2744,N2,LRP261,533.0,259993.0,92.0980274,25.0497219,link,Jaintapur 10 km,
2745,N2,LRP261a,6.1,260526.0,92.1016686348485,25.05306973636364,bridge,Box culvert,A
2746,N2,LRP_inserted,0.0,0.0,92.10277876742424,25.054090418181822,link,inserted_link,NaN
2747,N2,LRP261b,9.1,260851.0,92.1038889,25.0551111,bridge,Box culvert,A
2748,N2,LRP262,324.9999999999709,260993.0,92.10475,25.0561944,link,Km post missing,
2749,N2,LRP262a,9.1,261317.99999999997,92.1061389,25.0588056,bridge,Box culvert,A
2750,N2,LRP263,390.0,261993.0,92.1090556,25.0643889,link,Jaflong 25 km,
2751,N2,LRP263b,610.0,262383.0,92.1106389,25.0675549,bridge,Bridge start,A
2752,N2,LRP264,1167.0,262993.0,92.1123333,25.0728604,link,Jaintapur 7 km,
2753,N2,LRP265a,722.0,264160.0,92.1154722,25.0829438,bridge,Bridge start,A
2754,N2,LRP265c,346.0,264882.0,92.1174993,25.0891386,link,Road to Gowainghat (Z2012),
2755,N2,LRP266a,190.5,265228.0,92.1178604,25.092083,bridge,Bridge start,A
2756,N2,LRP267,448.0,265993.0,92.1178049,25.0990552,link,Jaintapur 4 km,
2757,N2,LRP267a,557.0,266441.0,92.1184438,25.1030278,bridge,Bridge start,A
2758,N2,LRP268,1985.0,266998.0,92.1187493,25.1080556,link,Jaintapur 3 km,
2759,N2,LRP269a,87.5,268983.0,92.1163611,25.1252493,bridge,Bridge start,A
2760,N2,LRP270,602.0,269078.0,92.1161944,25.1261382,link,Jaintapur 1 km,
2761,N2,LRP270a,247.0,269680.0,92.1196382,25.1296382,bridge,Bridge start,A
2762,N2,LRP_inserted,0.0,0.0,92.11997155,25.1306521,link,inserted_link,NaN
2763,N2,LRP270c,22.0,269927.0,92.1203049,25.131666,bridge,Bridge start,A
2764,N2,LRP271,848.0,269968.0,92.1205549,25.1319438,link,Tamabil 13 km,
2765,N2,LRP271a,112.0,270816.0,92.11999648103448,25.138340625862067,bridge,Bridge start,A
2766,N2,LRP272,195.0,270928.0,92.1198049,25.1391386,link,Jaflong 16 km,
2767,N2,LRP272a,14.5,271123.0,92.1197771,25.1408608,bridge,Bridge start,A
2768,N2,LRP273,622.0,271938.0,92.1175827,25.1367219,link,Tamabil 11 km,
2769,N2,LRP273a,63.5,272560.0,92.1126944,25.15025,bridge,Bridge start,A
2770,N2,LRP274,108.0,272938.0,92.10925,25.1516667,link,Jaflong 14 km,
2771,N2,LRP274a,47.5,273046.0,92.1085,25.15225,bridge,Bridge start,A
2772,N2,LRP_inserted,0.0,0.0,92.10793055,25.1529722,link,inserted_link,NaN
2773,N2,LRP274c,17.0,273253.0,92.1073611,25.1536944,bridge,Bridge start,A
2774,N2,LRP_inserted,0.0,0.0,92.10650000000001,25.1541944,link,inserted_link,NaN
2775,N2,LRP274e,37.6,273458.0,92.1056389,25.1546944,bridge,Bridge start,B
2776,N2,LRP275,245.0,273948.0,92.1020278,25.1575833,link,Tamabil 9 km,
2777,N2,LRP275a,81.0,274193.0,92.1001389,25.1589167,bridge,Bridge start,A
2778,N2,LRP276,19.0,274933.0,92.0961108,25.1643889,link,Jaflong 12 km,
2779,N2,LRP276a,36.7,274952.0,92.0960274,25.1645556,bridge,Bridge start,A
2780,N2,LRP277,3887.0,275943.0,92.0903052,25.1712216,link,Tamabil 7 km,
2781,N2,LRP280a,113.0,279830.0,92.0558889,25.1772493,bridge,Bridge start,A
2782,N2,LRP281,89.0,279943.0,92.0549722,25.1767493,link,Tamabil 3 km,
2783,N2,LRP281a,24.5,280032.0,92.0542222,25.1763882,bridge,Bridge start,A
2784,N2,LRP282,2406.0,280943.0,92.0455552,25.1777216,link,Jaflong 6 km,
2785,N2,LRP284a,444.0,283349.0,92.0261938,25.1783049,bridge,Box culvert,A
2786,N2,LRP_inserted,0.0,0.0,92.02688825,25.1765688,link,inserted_link,NaN
2787,N2,LRP284b,7.0,283793.0,92.0275827,25.1748327,bridge,Box culvert,A
2788,N2,LRP285,359.0,284113.0,92.0227771,25.173416,link,Jaflong 3 km,
2789,N2,LRP285a,5.0,284472.0,92.0199716,25.1719438,bridge,Box culvert,A
2790,N2,LRP_inserted,0.0,0.0,92.01938825,25.17151325,link,inserted_link,NaN
2791,N2,LRP285b,40.0,284630.0,92.0188049,25.1710827,bridge,Box culvert,A
2792,N2,LRP286,294.0,284938.0,92.0163889,25.1700549,link,Km post broken,
2793,N2,LRP286a,325.0,285232.0,92.0179993,25.1679438,bridge,Box culvert,A
2794,N2,LRP_inserted,0.0,0.0,92.01813820000001,25.16654135,link,inserted_link,NaN
2795,N2,LRP286b,381.0,285557.0,92.0182771,25.1651389,bridge,Box culvert,A
2796,N2,LRP287,84.0,285938.0,92.0171104,25.1628889,link,Jaflong 1  km,
2797,N2,LRP287a,238.0,286022.0,92.0172771,25.1613333,bridge,Bridge start,A
2798,N2,LRP_inserted,0.0,0.0,92.01737435,25.16054165,link,inserted_link,NaN
2799,N2,LRP287c,256.0,286260.0,92.0174716,25.15975,bridge,Box culvert,A
2800,N2,LRPE,-286516.0,286516.0,92.0176382,25.1570556,sourcesink,Road End at Jaflong.,
2801,N204,LRPS,545.0,0.0,91.3466108,24.1479163,link,Road start from N2 at Jagannathganj.,
2802,N204,LRPSa,85.0,545.0,91.3513889,24.1483608,bridge,Box culvert,A
2803,N204,LRP001,176.0,630.0,91.3513611,24.1475552,link,Hobiganj 31 km,
2804,N204,LRP001a,230.0,806.0,91.3513056,24.1460274,bridge,Bridge start,A
2805,N204,LRP_inserted,0.0,0.0,91.35123615,24.14501355,link,inserted_link,NaN
2806,N204,LRP001c,472.0,1036.0,91.3511667,24.1439997,bridge,Box culvert,A
2807,N204,LRP_inserted,0.0,0.0,91.35125,24.141888549999997,link,inserted_link,NaN
2808,N204,LRP001d,122.0,1508.0,91.3513333,24.1397774,bridge,Box culvert,A
2809,N204,LRP002,235.0,1630.0,91.3514444,24.1386663,link,Km post missing,
2810,N204,LRP002a,460.0,1865.0,91.3516111,24.1369163,bridge,Box culvert,A
2811,N204,LRP003,40.0,2325.0,91.352,24.1328327,link,Hobiganj 30 km,
2812,N204,LRP003a,960.0,2365.0,91.3520556,24.1324993,bridge,Box culvert,A
2813,N204,LRP004,5166.0,3325.0,91.3608056,24.1310549,link,Km post missing,
2814,N204,LRP009a,368.0,8491.0,91.4091944,24.125166,bridge,Box culvert,A
2815,N204,LRP_inserted,0.0,0.0,91.4108611,24.1246382,link,inserted_link,NaN
2816,N204,LRP009b,321.0,8859.0,91.4125278,24.1241104,bridge,Bridge start,A
2817,N204,LRP010,1673.0,9180.0,91.4156111,24.1235271,link,Km post missing,
2818,N204,LRP011a,327.0,10853.0,91.4302771,24.1285549,bridge,Box culvert,A
2819,N204,LRP012,168.0,11180.0,91.4334997,24.1283604,link,Km post missing,
2820,N204,LRP012a,389.0,11348.0,91.435083,24.1281382,bridge,Box culvert,A
2821,N204,LRP_inserted,0.0,0.0,91.43677745,24.1276382,link,inserted_link,NaN
2822,N204,LRP012b,443.0,11737.0,91.4384719,24.1271382,bridge,Box culvert,A
2823,N204,LRP013,15.0,12180.0,91.4427774,24.1269716,link,Km post missing,
2824,N204,LRP013a,445.0,12195.0,91.4428886,24.1269438,bridge,Box culvert,A
2825,N204,LRP_inserted,0.0,0.0,91.44479135,24.12724935,link,inserted_link,NaN
2826,N204,LRP013b,540.0,12640.0,91.4466941,24.1275549,bridge,Box Culvert,A
2827,N204,LRP014,72.0,13180.0,91.4514444,24.1272493,link,Km post missing,
2828,N204,LRP014a,138.0,13252.0,91.4520556,24.1274438,bridge,Box culvert,A
2829,N204,LRP_inserted,0.0,0.0,91.45219445000001,24.1274577,link,inserted_link,NaN
2830,N204,LRP014b,140.0,13390.0,91.4523333,24.1274716,bridge,Box Culvert,A
2831,N204,LRP015,1072.0,13530.0,91.4545556,24.1281104,link,Information missing,
2832,N204,LRP016a,206.0,14602.0,91.4640278,24.1279438,bridge,Box culvert,A
2833,N204,LRP_inserted,0.0,0.0,91.46522225,24.1280271,link,inserted_link,NaN
2834,N204,LRP016b,358.0,14808.0,91.4664167,24.1281104,bridge,Pipe Culvert,A
2835,N204,LRP_inserted,0.0,0.0,91.467333,24.12883265,link,inserted_link,NaN
2836,N204,LRP016c,304.0,15166.0,91.4682493,24.1295549,bridge,Box Culvert,A
2837,N204,LRP_inserted,0.0,0.0,91.46919374999999,24.13073545,link,inserted_link,NaN
2838,N204,LRP016d,60.0,15470.0,91.4701382,24.131916,bridge,Box Culvert,A
2839,N204,LRP017,198.0,15530.0,91.4705827,24.1322216,link,Km post missing,
2840,N204,LRP017a,563.0,15728.0,91.4723882,24.1326938,bridge,Box culvert,A
2841,N204,LRP_inserted,0.0,0.0,91.47471464628099,24.13374084041322,link,inserted_link,NaN
2842,N204,LRP017b,262.0,16291.0,91.47704109256198,24.134787880826444,bridge,Bridge start,A
2843,N204,LRP_inserted,0.0,0.0,91.47808964628098,24.13597709041322,link,inserted_link,NaN
2844,N204,LRP017d,167.0,16553.0,91.4791382,24.1371663,bridge,Pipe Culvert,A
2845,N204,LRP018,146.0,16720.0,91.4795549,24.137833,link,Information missing,
2846,N204,LRP018a,447.0,16866.0,91.4803604,24.1387774,bridge,Box culvert,A
2847,N204,LRP_inserted,0.0,0.0,91.48165209999999,24.1404024,link,inserted_link,NaN
2848,N204,LRP018b,260.0,17313.0,91.4829438,24.1420274,bridge,Bridge start,A
2849,N204,LRP_inserted,0.0,0.0,91.4831662,24.143110749999998,link,inserted_link,NaN
2850,N204,LRP018d,147.0,17573.0,91.4833886,24.1441941,bridge,Bridge start,A
2851,N204,LRP019,2125.0,17720.0,91.4838886,24.1453608,link,Km post missing,
2852,N204,LRP021a,165.0,19845.0,91.4921663,24.162,bridge,Box culvert,A
2853,N204,LRP022,802.0,20010.0,91.4932219,24.1629722,link,Hobiganj 20 km,
2854,N204,LRP022a,198.0,20812.0,91.4973886,24.1629722,bridge,Box Culvert,A
